policy,avg_rt_s,p95_s,throughput_rps,sla_viol_pct
random,1.3012725687097078,2.305845823907293,0.007849135164733408,9.16413746206193
round-robin,1.299914860023653,2.2980046827346072,0.007849134827615007,9.03213548203223
